trade_id	insider_name	symbol	txn_code	transaction_date	txn_price	shares	price+7day	PnL
1754	Cannon-Brookes Michael	TEAM	S	2024-11-21	254.9493	-350	263.58	-3020.74
1762	Farquhar Scott	TEAM	S	2024-11-21	247.6589	-300	263.58	-4776.33
1770	LIU GENE	TEAM	S	2024-11-22	260.0	-2934	263.58	-10503.72
1771	Cannon-Brookes Michael	TEAM	S	2024-11-22	258.1267	-450	263.58	-2453.98
1780	Farquhar Scott	TEAM	S	2024-11-22	261.91	-100	263.58	-167.0
1789	Farquhar Scott	TEAM	S	2024-11-25	263.044	-1000	265.88	-2836.0
1798	Cannon-Brookes Michael	TEAM	S	2024-11-25	266.0438	-724	265.88	118.59
1807	Cannon-Brookes Michael	TEAM	S	2024-11-26	262.9599	-2202	268.36	-11891.02
1811	Farquhar Scott	TEAM	S	2024-11-26	264.2435	-161	268.36	-662.76
1815	Cannon-Brookes Michael	TEAM	S	2024-11-27	262.0749	-2489	287.5	-63283.07
1821	Farquhar Scott	TEAM	S	2024-11-27	258.5665	-500	287.5	-14466.75
1861	Sankar Shyam	PLTR	S	2024-05-22	21.2952	-18162	20.94	6451.14
1864	Cohen Stephen Andrew	PLTR	S	2024-05-22	21.2952	-37501	20.94	13320.36
1867	Karp Alexander C.	PLTR	S	2024-05-22	21.2952	-43417	20.94	15421.72
1870	Sankar Shyam	PLTR	S	2024-05-23	20.8855	-50000	21.73	-42225.0
1876	Woersching Eric H.	PLTR	S	2024-06-07	23.3151	-26000	23.57	-6627.4
1877	Moore Alexander D.	PLTR	S	2024-06-10	22.9432	-20422	25.02	-42412.41
1878	Taylor Ryan D.	PLTR	S	2024-06-11	23.09	-593	25.82	-1618.89
1879	Woersching Eric H.	PLTR	S	2024-06-12	24.24	-3000	25.56	-3960.0
1880	Planishek Heather A.	PLTR	S	2024-06-12	23.9118	-27690	25.56	-45638.66
1881	Stat Lauren Elaina Friedman	PLTR	S	2024-06-17	24.9322	-3401	24.16	2626.25
1885	Woersching Eric H.	PLTR	S	2024-06-18	26.0	-3000	24.56	4320.0
1888	Woersching Eric H.	PLTR	S	2024-07-09	28.0	-3026	28.67	-2027.42
1889	Moore Alexander D.	PLTR	S	2024-07-10	28.398	-500	28.22	89.0
1891	Stat Lauren Elaina Friedman	PLTR	S	2024-07-15	28.87	-5500	28.46	2255.0
1895	Glazer David A.	PLTR	S	2024-07-18	29.3638	-90000	26.63	246042.0
1965	Belsky Scott	ADBE	S	2024-07-16	564.6	-701	546.01	13031.59
1966	Garfield Mark S.	ADBE	S	2024-07-16	564.6	-151	546.01	2807.09
2009	Belsky Scott	ADBE	S	2024-07-25	537.0	-481	546.41	-4526.21
2010	Garfield Mark S.	ADBE	S	2024-07-25	537.0	-97	546.41	-912.77
2119	WILLIAMS JEFFREY E	AAPL	S	2025-04-02	225.03	-2480	198.85	64926.4
2122	Adams Katherine L.	AAPL	S	2025-04-02	224.62	-5648	198.85	145548.96
2126	COOK TIMOTHY D	AAPL	S	2025-04-02	224.76	-10590	198.85	274386.9
2200	SMITH BRADFORD L	MSFT	S	2024-09-09	403.3	-30	431.34	-841.2
2202	Numoto Takeshi	MSFT	S	2024-09-10	411.043	-2500	435.15	-60267.5
2203	Hogan Kathleen T	MSFT	S	2024-09-10	411.8464	-17378	435.15	-404969.96
2340	O'Toole Amie Thuener	GOOGL	S	2024-08-02	168.0	-682	163.67	2953.06
2344	Pichai Sundar	GOOGL	S	2024-08-07	164.55	-300	160.37	1254.0
2349	HENNESSY JOHN L	GOOGL	S	2024-08-12	164.459	-16	166.67	-35.38
2354	RAGHAVAN PRABHAKAR	GOOGL	S	2024-08-15	163.0464	-19258	163.8	-14512.83
2356	HENNESSY JOHN L	GOOGL	S	2024-08-16	165.0	-700	165.62	-434.0
2357	Pichai Sundar	GOOGL	S	2024-08-21	168.0947	-6289	162.85	32983.92
2362	WALKER JOHN KENT	GOOGL	S	2024-09-03	163.18	-100	148.66	1452.0
2368	O'Toole Amie Thuener	GOOGL	S	2024-09-03	160.44	-682	148.66	8033.96
2369	Pichai Sundar	GOOGL	S	2024-09-04	159.8491	-3200	151.16	27805.12
2374	O'Toole Amie Thuener	GOOGL	S	2024-09-10	151.53	-2835	159.32	-22084.65
2375	HENNESSY JOHN L	GOOGL	S	2024-09-12	154.2229	-304	162.14	-2406.8
2755	Olivan Javier	META	S	2024-08-30	521.35	-413	500.27	8706.04
2756	Zuckerberg Mark	META	S	2024-08-30	522.4107	-225	500.27	4981.66
2763	Newstead Jennifer	META	S	2024-09-03	520.0	-905	504.79	13765.05
2764	Olivan Javier	META	S	2024-09-06	522.0	-413	524.12	-875.56
2765	Newstead Jennifer	META	S	2024-09-10	507.63	-905	536.315	-25959.93
2766	Olivan Javier	META	S	2024-09-13	520.57	-413	561.35	-16842.14
2767	Newstead Jennifer	META	S	2024-09-17	537.72	-905	563.33	-23177.05
2768	Cox Christopher K	META	S	2024-09-19	560.028	-10000	567.84	-78120.0
2770	Olivan Javier	META	S	2024-09-20	560.0	-413	567.36	-3039.68
2771	Cox Christopher K	META	S	2024-09-23	569.93	-10000	572.44	-25100.0
2772	Newstead Jennifer	META	S	2024-09-24	567.0	-905	576.47	-8570.35
2773	Olivan Javier	META	S	2024-09-27	570.0	-413	595.94	-10713.22
2774	Newstead Jennifer	META	S	2024-10-01	578.55	-905	592.89	-12977.7
2775	Olivan Javier	META	S	2024-10-04	583.73	-413	589.95	-2568.86
2776	Zuckerberg Mark	META	S	2024-10-07	601.32	-100	590.42	1090.0
2780	Newstead Jennifer	META	S	2024-10-08	589.89	-905	586.27	3276.1
2781	Olivan Javier	META	S	2024-10-11	584.83	-413	576.47	3452.68
2782	Zuckerberg Mark	META	S	2024-10-14	600.0	-84	575.16	2086.56
2783	Newstead Jennifer	META	S	2024-10-15	589.97	-905	582.01	7203.8
2784	Olivan Javier	META	S	2024-10-18	580.65	-413	573.25	3056.2
2785	Newstead Jennifer	META	S	2024-10-22	574.7	-905	593.28	-16814.9
2786	Olivan Javier	META	S	2024-10-25	574.16	-413	567.16	2891.0
2787	Alford Peggy	META	S	2024-10-28	582.5	-873	560.68	19048.86
2788	Newstead Jennifer	META	S	2024-10-29	580.1	-905	572.43	6941.35
2910	Thygesen Allan C.	DOCU	S	2024-09-03	59.09	-7725	54.56	34994.25
2943	Briggs Teresa	DOCU	S	2024-09-16	56.56	-534	58.85	-1222.86
2944	Shaughnessy James P	DOCU	S	2024-09-17	56.98	-1800	58.66	-3024.0
2945	Chatwani Robert	DOCU	S	2024-09-18	55.46	-14799	60.55	-75326.91
2946	Shaughnessy James P	DOCU	S	2024-09-18	55.36	-1800	60.55	-9342.0
2947	GRAYSON BLAKE JEFFREY	DOCU	S	2024-09-18	55.47	-14036	60.55	-71302.88
3007	Wagner Dana	TWLO	S	2024-11-15	97.14	-1	104.35	-7.21
3009	Viggiano Aidan	TWLO	S	2024-11-15	97.1401	-1	104.35	-7.21
3011	Wagner Dana	TWLO	S	2024-11-20	95.6	-935	102.91	-6834.85
3012	Viggiano Aidan	TWLO	S	2024-11-20	95.6	-1912	102.91	-13976.72
3013	Wagner Dana	TWLO	S	2024-11-21	100.0	-117	104.54	-531.18
3014	Wagner Dana	TWLO	S	2024-12-04	110.0	-4629	112.99	-13840.71
3028	Wagner Dana	TWLO	S	2024-12-31	107.74	-100	109.82	-208.0
3030	Viggiano Aidan	TWLO	S	2024-12-31	107.1627	-6832	109.82	-18154.67
3031	Shipchandler Khozema	TWLO	S	2024-12-31	107.2106	-11285	109.82	-29447.08
3032	Viggiano Aidan	TWLO	S	2025-01-06	113.7889	-3178	107.96	18524.24
3034	Shipchandler Khozema	TWLO	S	2025-01-06	113.8171	-5827	107.96	34129.32
3037	Viggiano Aidan	TWLO	S	2025-02-18	125.9029	-315	115.27	3349.36
3127	Bawa Aparna	ZM	S	2024-07-09	57.15	-11060	59.16	-22230.6
3128	Yuan Eric S.	ZM	S	2024-07-09	57.0443	-2420	59.16	-5119.99
3130	Steckelberg Kelly	ZM	S	2024-07-09	57.15	-14397	59.16	-28937.97
3132	Crehan Shane	ZM	S	2024-07-09	57.15	-2367	59.16	-4757.67
3133	Sankarlingam Velchamy	ZM	S	2024-07-10	56.7	-10667	59.1	-25600.8
3135	Yuan Eric S.	ZM	S	2024-07-10	56.8882	-1000	59.1	-2211.8
3140	Steckelberg Kelly	ZM	S	2024-07-10	56.9318	-157	59.1	-340.41
3143	Bawa Aparna	ZM	S	2024-07-18	56.8103	-10332	59.61	-28926.5
3147	Steckelberg Kelly	ZM	S	2024-07-24	59.2252	-1312	60.4	-1541.34
3150	Yuan Eric S.	ZM	S	2024-08-05	56.6775	-200	55.32	271.5
3152	Yuan Eric S.	ZM	S	2024-08-06	56.1306	-2420	56.65	-1256.95
3156	Steckelberg Kelly	ZM	S	2024-08-07	57.0761	-1684	57.0	128.15
3162	Steckelberg Kelly	ZM	S	2024-08-21	59.7043	-5013	70.69	-55071.31
3167	Yuan Eric S.	ZM	S	2024-09-04	68.383	-2420	67.3	2620.86
3508	Cannon-Brookes Michael	TEAM	S	2024-11-29	265.644	-150	278.5	-1928.4
3512	Farquhar Scott	TEAM	S	2024-11-29	263.0613	-1048	278.5	-16179.76
3516	Farquhar Scott	TEAM	S	2024-12-02	265.2786	-1900	273.14	-14936.66
3520	Cannon-Brookes Michael	TEAM	S	2024-12-02	263.52	-50	273.14	-481.0
3524	Farquhar Scott	TEAM	S	2024-12-03	266.868	-1372	266.45	573.5
3528	Cannon-Brookes Michael	TEAM	S	2024-12-03	266.8681	-1372	266.45	573.63
3532	Farquhar Scott	TEAM	S	2024-12-04	284.7784	-650	274.65	6583.46
3545	Cannon-Brookes Michael	TEAM	S	2024-12-04	280.1512	-150	274.65	825.18
3558	RAJAN RAJEEV BASHYAM	TEAM	S	2024-12-04	283.37	-2281	274.65	19890.32
3559	FERNANDEZ HEATHER MIRJAHANGIR	TEAM	S	2024-12-04	275.0	-3000	274.65	1050.0
3564	Farquhar Scott	TEAM	S	2024-12-05	284.25	-50	279.18	253.5
3572	Cannon-Brookes Michael	TEAM	S	2024-12-05	277.5691	-700	279.18	-1127.63
3584	Cannon-Brookes Michael	TEAM	S	2024-12-06	280.5521	-100	278.65	190.21
3587	Farquhar Scott	TEAM	S	2024-12-06	278.6184	-5330	278.65	-168.43
3591	Cannon-Brookes Michael	TEAM	S	2024-12-09	274.2633	-1875	278.09	-7175.06
3599	Farquhar Scott	TEAM	S	2024-12-09	274.2632	-1874	278.09	-7171.42
3676	Stat Lauren Elaina Friedman	PLTR	S	2024-08-01	27.1557	-700	29.28	-1487.01
3678	Moore Alexander D.	PLTR	S	2024-08-01	27.1802	-8340	29.28	-17512.33
3681	Taylor Ryan D.	PLTR	S	2024-08-09	30.0134	-249684	32.08	-515996.95
3684	Planishek Heather A.	PLTR	S	2024-08-12	30.2428	-20000	32.5	-45144.0
3687	Glazer David A.	PLTR	S	2024-08-12	31.1804	-107500	32.5	-141857.0
3690	Glazer David A.	PLTR	S	2024-08-14	31.18	-72500	32.54	-98600.0
3693	Taylor Ryan D.	PLTR	S	2024-08-16	32.001	-160000	31.78	35360.0
3695	Planishek Heather A.	PLTR	S	2024-08-20	32.666	-38	30.84	69.39
3697	Taylor Ryan D.	PLTR	S	2024-08-20	32.666	-171	30.84	312.25
3699	Glazer David A.	PLTR	S	2024-08-20	32.666	-150	30.84	273.9
3704	Sankar Shyam	PLTR	S	2024-08-20	32.666	-289	30.84	527.71
3710	Cohen Stephen Andrew	PLTR	S	2024-08-20	32.666	-595	30.84	1086.47
3718	Karp Alexander C.	PLTR	S	2024-08-20	32.666	-690	30.84	1259.94
3721	Planishek Heather A.	PLTR	S	2024-08-21	32.2589	-10594	30.36	20116.95
3850	Durn Daniel	ADBE	S	2024-09-17	515.9015	-2000	524.07	-16337.0
3852	NARAYEN SHANTANU	ADBE	S	2024-09-25	525.6993	-350	505.81	6961.25
